Phenotype,Collapsing model,Phenotypic category,P value,No. samples,No. with QV,No. without QV,QV carrier median,QV non-carrier median,Effect size,Effect size standard error,Effect size LCI,Effect size UCI
1072#167#ARG2#P78540#OID31339#v1#OncologyII,ptvraredmg,OLINK Proteomics,0.0336441353825739,45424,424,45000,0.0657973336586144,-0.0104478890549435,0.103504150317021,0.0487221514052562,0.00800794266454383,0.199000357969498
1072#2766#TPRKB#Q9Y3C4#OID31234#v1#OncologyII,ptvraredmg,OLINK Proteomics,0.0934544138095359,44039,413,43626,0.0762018516478705,0.00163581261840325,0.0828022807310379,0.0493609113132541,-0.0139459878559122,0.179550549317988
1072#284#BRDT#Q58F21#OID30179#v1#CardiometabolicII,ptvraredmg,OLINK Proteomics,0.0788968149543342,44108,406,43702,0.13366037707365,0.00263860069117776,0.0873211127563601,0.0496943468232252,-0.0100806911994355,0.184722916712156
47#Hand grip strength (right),ptvraredmg,Chapter XXI Factors influencing health status and contact with health services,4.52793151358573e-11,417659,3802,413857,0.111625979551346,0.0183663114194419,0.0740221044102546,0.0112395505316113,0.0519929263252963,0.0960512824952128
1072#2712#TNF#P01375#OID20074#v1#Cardiometabolic,ptvraredmg,OLINK Proteomics,0.080260585622113,44382,418,43964,-0.0345919624552668,0.00259888063334605,-0.0835345855538696,0.0477554403780788,-0.177136082508149,0.0100669114004099
23293#Femur total BMD (bone mineral density) T-score (left),ptvraredmg,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.013668260013328,35164,305,34859,0.115303137958196,-0.00680017085011422,0.13602339763582,0.0551597573998799,0.0279085379404783,0.244138257331162
25192#Mean MO in superior longitudinal fasciculus on FA skeleton (right),ptvraredmg,Chapter VI Diseases of the nervous system,0.0852211840722113,34972,302,34670,-0.0856303180697444,0.00661922964224686,-0.0971714268694514,0.0564552303653425,-0.207825475245568,0.0134826215066653
1072#1616#LRPAP1#P30533#OID21059#v1#Neurology,ptvraredmg,OLINK Proteomics,0.0165126612926043,45644,423,45221,0.130759142303316,-0.00102055068715362,0.114362716495529,0.0477013879054615,0.02086723389058,0.207858199100477
1072#1603#LPCAT2#Q7L5N7#OID21290#v1#Oncology,ptvraredmg,OLINK Proteomics,0.0384523588532843,45042,422,44620,-0.109643162205608,0.008223193236939,-0.099875812645642,0.0482477725386861,-0.194442251408095,-0.00530937388318908
1072#675#CRELD2#Q6UXH1#OID20751#v1#Inflammation,ptvraredmg,OLINK Proteomics,0.0976159591305743,45378,420,44958,0.141446114554267,0.00383791650073799,0.0800800835637949,0.0483412744256431,-0.0146696015874399,0.17482976871503
1072#1718#MGMT#P16455#OID20588#v1#Inflammation,ptvraredmg,OLINK Proteomics,0.0853169610914703,45190,421,44769,0.0683467651810275,-0.00215948282608242,0.0839276947213334,0.0487760760342144,-0.0116742192814565,0.179529608724123
1072#1236#GUK1#Q16774#OID30148#v1#CardiometabolicII,ptvraredmg,OLINK Proteomics,0.0437758355753945,44108,406,43702,0.0769991603415404,0.00113082779648189,0.100561505424471,0.0498745538647231,0.00280649246102183,0.19831651838792
1072#825#DNAJA2#O60884#OID20627#v1#Inflammation,ptvraredmg,OLINK Proteomics,0.0847168772468116,45611,419,45192,0.0723853466186029,0.00126454424184297,0.0835379777229678,0.0484562546679504,-0.0114370576236204,0.178513013069556
1072#1741#MN1#Q10571#OID30908#v1#NeurologyII,ptvraredmg,OLINK Proteomics,0.0172821358446783,44410,402,44008,0.109588811019721,0.00776228109434415,0.119594288044673,0.0502341002067747,0.0211345762430288,0.218053999846317
1072#1707#MESD#Q14696#OID21099#v1#Neurology,ptvraredmg,OLINK Proteomics,0.0190620023934756,45260,419,44841,0.0994631553501907,0.00156801487945483,0.114245541411083,0.0487312418491554,0.0187315071109809,0.209759575711185
23297#Femur wards BMD (bone mineral density) (left),ptvraredmg,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.0353318065555553,35238,306,34932,0.120501914645417,-0.00988715095264591,0.112157896018434,0.0532913810257675,0.007705120343088,0.21661067169378
20019#Speech-reception-threshold (SRT) estimate (left),ptvraredmg,Chapter VI Diseases of the nervous system,0.0418167286752708,133538,1182,132356,-0.0831067297310615,-0.0399843898756248,-0.0572124224173744,0.0281092529339899,-0.11230604517401,-0.00211879966073839
1072#2882#WARS#P23381#OID21084#v1#Neurology,ptvraredmg,OLINK Proteomics,0.0966196938426084,45260,419,44841,0.154523136344705,-0.000563505146214171,0.080248970609848,0.0482990656051513,-0.0144179911547075,0.174915932374403
1072#2637#TCOF1#Q13428#OID30316#v1#CardiometabolicII,ptvraredmg,OLINK Proteomics,0.035900033435666,45616,424,45192,-0.0496307849794986,0.00860472505041725,-0.100784234968249,0.0480354957595941,-0.194934575840434,-0.00663389409606442
1072#1168#GJA8#P48165#OID31187#v1#OncologyII,ptvraredmg,OLINK Proteomics,0.0411707147033749,44039,413,43626,-0.171004561228278,0.00765064100681956,-0.101013796304305,0.0494713008860348,-0.197978430427313,-0.00404916218129756
1072#1070#FMR1#Q06787#OID21233#v1#Oncology,ptvraredmg,OLINK Proteomics,0.0935271415435125,44180,418,43762,0.125607957370657,0.00569449420003175,0.0821465825674263,0.0489808985323297,-0.0138568457471247,0.178150010881977
NMR Free Cholesterol to Cholesterol in Very Large HDL percentage,ptvraredmg,NMR Metabolomics,0.0441225863539874,100797,959,99838,0.11046198569308,-0.000833062318611434,0.0543922958342672,0.027021185241987,0.00143109876221937,0.107353492906315
1072#1443#IRAK1#P51617#OID20485#v1#Inflammation,ptvraredmg,OLINK Proteomics,0.0580619705969245,44437,413,44024,0.0958020013648075,0.000748870039135346,0.0915445964149375,0.0483013895972036,-0.00312696734275754,0.186216160172633
1072#1472#ITPRIP#Q8IWB1#OID30860#v1#NeurologyII,ptvraredmg,OLINK Proteomics,0.0143680201692702,44185,414,43771,0.0943509178540647,0.0134781956233444,0.120772856502375,0.0493348073252971,0.0240757609878094,0.217469952016941
1072#1153#GGT5#P36269#OID20909#v1#Neurology,ptvraredmg,OLINK Proteomics,0.0726394175760187,44914,419,44495,0.0935207157556964,0.0313884926740041,0.0855264537806539,0.0476435496516859,-0.00785570520479888,0.178908612766107
1072#1285#HNRNPK#P61978#OID20051#v1#Cardiometabolic,ptvraredmg,OLINK Proteomics,0.0499289986917159,44304,418,43886,-0.0323982274685019,-0.0120407462561527,0.09521851486595,0.0485653791492478,0.0000295192042209236,0.190407510527679
1072#1882#NOTCH2#Q04721#OID30407#v1#CardiometabolicII,ptvraredmg,OLINK Proteomics,0.0685469609809604,45606,426,45180,-0.0928398935567905,-0.0286169322412009,-0.083774416155418,0.0459935768246319,-0.173922563743149,0.00637373143231271
1072#2701#TMED8#Q6PL24#OID31462#v1#OncologyII,ptvraredmg,OLINK Proteomics,0.016675827812462,45423,421,45002,0.0867896467316058,0.0103472186647374,0.115840587469739,0.0483905705484363,0.0209942836234364,0.210686891316041
1072#1772#MTHFSD#Q2M296#OID31305#v1#OncologyII,ptvraredmg,OLINK Proteomics,0.0419116621919956,44858,415,44443,0.088899282208224,0.00783526860615332,0.0993231115698773,0.04882051226293,0.00363408284038633,0.195012140299368
1072#2086#PMM2#O15305#OID30125#v1#CardiometabolicII,ptvraredmg,OLINK Proteomics,0.0188470130316353,44108,406,43702,0.109569929011271,-0.00902161331847916,0.116258530014443,0.0495005733729602,0.0192365254688641,0.213280534560022
1072#2486#SLITRK2#Q9H156#OID21409#v1#Oncology,ptvraredmg,OLINK Proteomics,0.0871588067966481,45621,424,45197,0.00401032708263245,0.0175004554389394,-0.0812009053180291,0.0474688069535032,-0.174240526785196,0.0118387161491382
25844#Volume of grey matter in Cuneal Cortex (left),ptvraredmg,Chapter VI Diseases of the nervous system,0.0581406528144123,36929,323,36606,-0.133808647564,0.0123281843341805,-0.100796822246834,0.0531995034538959,-0.205069350959565,0.00347570646589647
25639#Weighted-mean L3 in tract middle cerebellar peduncle,ptvraredmg,Chapter VI Diseases of the nervous system,0.0877621082546108,34970,302,34668,0.00838274930867774,0.000958900841237389,0.0963452639886377,0.0564290353428544,-0.0142574415286483,0.206947969505924
20257#Inverted forced vital capacity (FVC) Z-score,ptvraredmg,Chapter X Diseases of the respiratory system,0.00206056691630731,335313,3055,332258,-0.06577636107428,-0.000713691089385095,-0.0559582981680791,0.0181601120955494,-0.0915515923116516,-0.0203650040245066
NMR Free Cholesterol to Cholesteryl Esters in Very Large HDL ratio,ptvraredmg,NMR Metabolomics,0.0441225863539874,100797,959,99838,0.11046198569308,-0.000833062318611434,0.0543922958342672,0.027021185241987,0.00143109876221937,0.107353492906315
25424#Mean OD in external capsule on FA skeleton (right),ptvraredmg,Chapter VI Diseases of the nervous system,0.0165843673554388,34970,302,34668,0.123859509545324,-0.00587716711291958,0.137640182507133,0.057447968450764,0.0250403356637335,0.250240029350533
1072#2323#RTN4IP1#Q8WWV3#OID31030#v1#NeurologyII,ptvraredmg,OLINK Proteomics,0.0632315155832444,45520,425,45095,0.0698840172721683,-0.0107653323714978,0.0898744516948407,0.0483818834286577,-0.00495481986644135,0.184703723256123
1072#2013#PDLIM5#Q96HC4#OID31063#v1#NeurologyII,ptvraredmg,OLINK Proteomics,0.0340438216131474,45520,425,45095,0.0784075043433849,0.00552872329590214,0.102034060533209,0.0481379879107481,0.00768282811925596,0.196385292947161
1072#1071#FN1#P02751#OID30787#v1#InflammationII,ptvraredmg,OLINK Proteomics,0.0147017400872906,45680,426,45254,-0.0396102347320232,0.000145631993136192,-0.116839359823316,0.0478901472561336,-0.21070481180882,-0.0229739078378126
1072#692#CRYGD#P07320#OID31144#v1#NeurologyII,ptvraredmg,OLINK Proteomics,0.0302082845627157,45493,425,45068,0.0658816876008038,0.0104078678519914,0.104475118598258,0.0482026043087364,0.0099972355102297,0.198953001686286
1072#862#DTNB#O60941#OID31395#v1#OncologyII,ptvraredmg,OLINK Proteomics,0.0361281584091864,45350,423,44927,0.140936124553005,-0.00134480490327544,0.095463380645652,0.045555408260344,0.00617403707677612,0.184752724214528
1072#2707#TMPRSS11D#O60235#OID31103#v1#NeurologyII,ptvraredmg,OLINK Proteomics,0.087440626625347,45424,425,44999,-0.0962185920142125,-0.01179238780055,-0.081373389238008,0.0476120415726434,-0.174693763598345,0.0119469851223289
1072#109#AMN#Q9BXJ7#OID20492#v1#Inflammation,ptvraredmg,OLINK Proteomics,0.0738380451113617,44437,413,44024,0.0389261042377624,0.0172498270508058,0.0877337382553873,0.0490774783816992,-0.0084589730190919,0.183926449529866
1072#2864#VPS53#Q5VIR6#OID21281#v1#Oncology,ptvraredmg,OLINK Proteomics,0.0800790303515099,45042,422,44620,0.07008917625217,-0.00583498772871138,0.0843143218764823,0.0481722574753806,-0.010104106102592,0.178732749855557
1072#2106#PPCDC#Q96CD2#OID21027#v1#Neurology,ptvraredmg,OLINK Proteomics,0.0997226071400141,45644,423,45221,0.062512962075416,-0.0196590129469446,0.0780294053796757,0.0473987506148935,-0.0148729032993491,0.1709317140587
23121#Arm fat-free mass (right),ptvraredmg,Chapter XXI Factors influencing health status and contact with health services,0.0000903654768833231,411905,3754,408151,0.0637462582291594,0.0143995282120298,0.0393280835927268,0.0100451226815055,0.0196399470634084,0.0590162201220453
1072#1511#KLHL41#O60662#OID30986#v1#NeurologyII,ptvraredmg,OLINK Proteomics,0.00370978023716464,45520,425,45095,0.157103509765679,0.00263039542999677,0.137167445988977,0.0472666820115174,0.0445239871852217,0.229810904792733
NMR Free Cholesterol to Cholesteryl Esters in Very Large VLDL ratio,ptvraredmg,NMR Metabolomics,0.0882417496958777,100775,957,99818,0.0844694144098482,-0.000882990112545226,0.0515840543932097,0.0302587813525607,-0.00772279214865332,0.110890900935073
1072#1674#MAPKAPK2#P49137#OID31293#v1#OncologyII,ptvraredmg,OLINK Proteomics,0.0179362277623047,44858,415,44443,0.090537162146406,0.0118642860610077,0.115192160605581,0.0486654960985541,0.0198069661768575,0.210577355034305
1072#86#AK2#P54819#OID31142#v1#NeurologyII,ptvraredmg,OLINK Proteomics,0.0224208457205109,45493,425,45068,0.138643228021296,-0.00377797243577568,0.110441731675819,0.0483706256256536,0.015634524092493,0.205248939259145
1072#2283#RHOC#P08134#OID20950#v1#Neurology,ptvraredmg,OLINK Proteomics,0.0225410592532638,44644,417,44227,0.0459971194853822,-0.00124205610034467,0.111323003587378,0.048800105813645,0.0156739594612837,0.206972047713472
1072#485#CDH15#P55291#OID21005#v1#Neurology,ptvraredmg,OLINK Proteomics,0.0496271786930646,45572,423,45149,0.119275244488991,0.0152854438894456,0.0809579505279139,0.0412374179458676,0.000131948954556912,0.161783952101271
1072#194#ASPSCR1#Q9BZE9#OID31055#v1#NeurologyII,ptvraredmg,OLINK Proteomics,0.0249482710300541,45520,425,45095,0.00577228203621543,-0.0115203993036378,0.107198412674325,0.0478078363818984,0.013494282579814,0.200902542768835
1072#2696#TLR4#O00206#OID30428#v1#InflammationII,ptvraredmg,OLINK Proteomics,0.0133711482328773,44339,408,43931,0.129523315731278,-0.00187553798862002,0.123170196639343,0.0497893276884154,0.0255822424617112,0.220758150816975
1072#896#EFNA1#P20827#OID21125#v1#Neurology,ptvraredmg,OLINK Proteomics,0.0135447442734264,45185,419,44766,-0.0477258157814201,0.0328663150646694,-0.117140481004903,0.0474404188307945,-0.210124485121803,-0.0241564768880025
1072#2914#ZFYVE19#Q96K21#OID31452#v1#OncologyII,ptvraredmg,OLINK Proteomics,0.0131111899072464,45423,421,45002,0.117454541858324,0.00300162051136927,0.120628497334735,0.048624201241727,0.0253242735368273,0.215932721132642
1072#1661#MANEAL#Q5VSG8#OID31244#v1#OncologyII,ptvraredmg,OLINK Proteomics,0.057633121890566,44039,413,43626,0.114099596496821,0.00412729094499946,0.0938370500642391,0.049426218465636,-0.00303922170885973,0.190713321837338
1072#1499#KIFBP#Q96EK5#OID21320#v1#Oncology,ptvraredmg,OLINK Proteomics,0.0400450895217565,45042,422,44620,0.081830459774563,0.00388997953704629,0.0998485258912406,0.0486273004532552,0.00453820608717147,0.19515884569531
25830#Volume of grey matter in Frontal Medial Cortex (left),ptvraredmg,Chapter VI Diseases of the nervous system,0.0504198288395331,36929,323,36606,-0.0899006562301061,0.00746707028122382,-0.102928974832924,0.0526101026198855,-0.206046261270867,0.000188311605019073
1072#16#ACOT13#Q9NPJ3#OID31522#v1#OncologyII,ptvraredmg,OLINK Proteomics,0.0313490795131778,45423,421,45002,0.0645918316657953,-0.00375812970144159,0.104708155330002,0.0486408336751915,0.00937133169249367,0.20004497896751
23107#Impedance of leg (right),ptvraredmg,Chapter XXI Factors influencing health status and contact with health services,0.000372169385872484,412009,3757,408252,-0.0730123266928668,-0.00997567563473825,-0.0522056441697604,0.0146682142786842,-0.0809549003314123,-0.0234563880081084
1072#2673#THPO#P40225#OID20098#v1#Cardiometabolic,ptvraredmg,OLINK Proteomics,0.0284168687445877,44454,418,44036,0.120944296193876,0.0023204360136235,0.106363140507388,0.048533196432879,0.0112372323114805,0.201489048703295
1072#1336#IFT20#Q8IY31#OID30962#v1#NeurologyII,ptvraredmg,OLINK Proteomics,0.0635163135701678,44410,402,44008,0.108973663039585,0.00576552688254669,0.092531232612228,0.0498657667400218,-0.00520653917587752,0.190269004400333
1072#2449#SIGLEC5#O15389#OID21082#v1#Neurology,ptvraredmg,OLINK Proteomics,0.0496348374568104,45260,419,44841,-0.0172735157857551,0.0310222567745092,-0.0948266331658428,0.0483032993571124,-0.18950189315377,-0.000151373177916012
1072#2837#USP47#Q96K76#OID30119#v1#CardiometabolicII,ptvraredmg,OLINK Proteomics,0.0756785463229723,44108,406,43702,0.0658115725747945,0.000301554019362332,0.0877390546877016,0.0493922800751591,-0.00907069306738846,0.184548802442792
1072#926#ENO2#P09104#OID21046#v1#Neurology,ptvraredmg,OLINK Proteomics,0.0365174871688169,45644,423,45221,0.0398363024478884,-0.000923355354538844,0.10080654530288,0.0482055902047749,0.00632281813367973,0.195290272472081
1072#2663#TGFBR1#P36897#OID30502#v1#InflammationII,ptvraredmg,OLINK Proteomics,0.0443418421152565,44339,408,43931,0.0976960781335945,0.0132291727223945,0.0996341874451754,0.0495470103372563,0.00252117951926534,0.196747195371085
1072#2758#TPD52L2#O43399#OID30609#v1#InflammationII,ptvraredmg,OLINK Proteomics,0.00978958637195393,44654,411,44243,0.088310456013426,-0.000421989510932776,0.127317022749951,0.0492849257061626,0.0307177239087665,0.223916321591136
1072#1215#GRAP2#O75791#OID20192#v1#Cardiometabolic,ptvraredmg,OLINK Proteomics,0.0306975743611173,45276,420,44856,0.088246956383652,-0.00269555466982229,0.105054611205488,0.0486130158981139,0.00977230261220391,0.200336919798772
1072#2001#PDE1C#Q14123#OID31201#v1#OncologyII,ptvraredmg,OLINK Proteomics,0.0726629669055365,44039,413,43626,0.123299592847952,0.00400145822183786,0.0887124443091671,0.0494223909269395,-0.00815632541966251,0.185581214037997
23233#Ribs BMD (bone mineral density),ptvraredmg,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.0618297422113893,35205,307,34898,0.0617647854176278,-0.00202781892999749,0.0829393510159533,0.0444102027355365,-0.00410603989222619,0.169984741924133
25348#Mean ICVF in splenium of corpus callosum on FA skeleton,ptvraredmg,Chapter VI Diseases of the nervous system,0.0229234565761153,34970,302,34668,-0.191117163304567,-0.0069288862549133,-0.126839600789183,0.0557583678725351,-0.236127776716001,-0.0175514248623651
1072#2072#PLEKHO1#Q53GL0#OID31088#v1#NeurologyII,ptvraredmg,OLINK Proteomics,0.0405896829458524,45493,425,45068,0.0786871390739601,-0.00628852254195523,0.0976074725035685,0.0476655865264593,0.00418215294354388,0.191032792063593
1072#2219#RAB10#P61026#OID30357#v1#CardiometabolicII,ptvraredmg,OLINK Proteomics,0.0343667556732048,45616,424,45192,0.051650982405287,-0.00685458057141091,0.102514347565303,0.0484516869615721,0.00754826527284985,0.197480429857757
23212#Femur total BMD (bone mineral density) (right),ptvraredmg,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.0408259004157954,33950,295,33655,0.122872020137557,-0.00592436385164222,0.105201025281768,0.0514336907849382,0.00438924925000597,0.206012801313529
1072#2279#RGMA#Q96B86#OID21065#v1#Neurology,ptvraredmg,OLINK Proteomics,0.0302062933399766,45644,423,45221,0.204034744427564,-0.00945238238427823,0.104397889042565,0.0481663963817451,0.00999098239285509,0.198804795692275
1072#2820#UBXN1#Q04323#OID30654#v1#InflammationII,ptvraredmg,OLINK Proteomics,0.0662679982756545,44654,411,44243,0.0423853978529191,-0.00675188327491211,0.0890472264054752,0.048483462525101,-0.00598119086840919,0.18407564367936
1072#2010#PDIA3#P30101#OID30573#v1#InflammationII,ptvraredmg,OLINK Proteomics,0.0136066859545997,44654,411,44243,0.0749359751498643,0.0073228243886694,0.12146322127643,0.0492236104062129,0.0249841014737342,0.217942341079125
1072#2818#UBE2Z#Q9H832#OID30427#v1#InflammationII,ptvraredmg,OLINK Proteomics,0.0615962443160412,44339,408,43931,0.178571860806981,0.00642688398307597,0.0927615413646006,0.0496253134976764,-0.00450494212697393,0.190028024856175
1072#2504#SMS#P52788#OID30853#v1#NeurologyII,ptvraredmg,OLINK Proteomics,0.023336638638725,44185,414,43771,0.150136114888437,-0.000376474521621603,0.111545409657869,0.0491832130366501,0.0151454416320578,0.20794537768368
1072#698#CSF2#P04141#OID30072#v1#CardiometabolicII,ptvraredmg,OLINK Proteomics,0.0777938519859425,44108,406,43702,-0.0303234017734003,0.00932318001998159,-0.0869806974490893,0.0493179073426026,-0.183644673325098,0.00968327842691991
1072#1853#NFKB1#P19838#OID30160#v1#CardiometabolicII,ptvraredmg,OLINK Proteomics,0.0562653696930973,44108,406,43702,0.0813614620757382,0.00344274846973669,0.0936852139037377,0.049074905073969,-0.00250247320215317,0.189872901009629
1072#2903#YARS1#P54577#OID31494#v1#OncologyII,ptvraredmg,OLINK Proteomics,0.0181813614596644,45423,421,45002,0.125518158740821,-0.00327005903563289,0.114302353835998,0.048392409329512,0.019452445948937,0.20915226172306
1072#117#ANGPT1#Q15389#OID20740#v1#Inflammation,ptvraredmg,OLINK Proteomics,0.087292407166628,45092,417,44675,0.0767341251082872,0.00895513743995356,0.0835134541835035,0.0488413123695185,-0.0122163296904159,0.179243238057423
1072#2811#TXNRD1#Q16881#OID21135#v1#Neurology,ptvraredmg,OLINK Proteomics,0.0552215222756225,45260,419,44841,0.0301888589565125,-0.0181066537237209,0.0925380660708274,0.0482678351512881,-0.0020676834912824,0.187143815632937
1072#1293#HS1BP3#Q53T59#OID30243#v1#CardiometabolicII,ptvraredmg,OLINK Proteomics,0.0226180764315118,44457,412,44045,0.0558119289699271,-0.00386516803647119,0.111788178395867,0.049031959178262,0.0156846867305251,0.207891670061209
22403#Anterior thigh fat-free muscle volume (right),ptvraredmg,Chapter XXI Factors influencing health status and contact with health services,0.0114971798897689,21551,194,21357,-0.0201057929232435,-0.00116178589565288,0.109124862809137,0.0431762248125723,0.0244962633303861,0.193753462287888
1072#2565#SSH3#Q8TE77#OID31216#v1#OncologyII,ptvraredmg,OLINK Proteomics,0.00559365057662093,44039,413,43626,0.234336960445197,0.0181962655646017,0.135891807199261,0.0490436616534501,0.0397653536169212,0.2320182607816
1072#317#C7#P10643#OID30766#v1#InflammationII,ptvraredmg,OLINK Proteomics,0.0962760809829059,44742,415,44327,-0.0558643827034392,-0.0154154267298462,-0.0796292801042509,0.0478766730049087,-0.173468374514598,0.014209814306096
25298#Mean L3 in genu of corpus callosum on FA skeleton,ptvraredmg,Chapter VI Diseases of the nervous system,0.0340264024815544,34972,302,34670,0.120269824627913,0.0111043687799614,0.110579032748344,0.0521638106525225,0.00833630359688703,0.2128217618998
23453#NMR Polyunsaturated Fatty Acids to Total Fatty Acids percentage,ptvraredmg,NMR Metabolomics,0.0737375930722549,99463,942,98521,-0.102964425889963,0.000756031432109753,-0.0538220805134377,0.0300975026933727,-0.112812832277406,0.0051686712505303
23642#NMR Free Cholesterol to Total Lipids in Medium HDL percentage,ptvraredmg,NMR Metabolomics,0.0782126167328013,99853,945,98908,-0.0663194967789957,0.000715424696515599,-0.0480212205920666,0.027266646271918,-0.101463524464276,0.00542108328014317
30700#Creatinine,ptvraredmg,Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified,0.000606704992100539,400078,3646,396432,0.0857082867124216,0.0046418120722824,0.0455157160812337,0.0132752042353073,0.0194967151759836,0.0715347169864838
23432#NMR Average Diameter for LDL Particles,ptvraredmg,NMR Metabolomics,0.0104636886355251,100838,959,99879,-0.110254330937824,0.00118072764307931,-0.0791838972113402,0.0309292050229012,-0.139804765643257,-0.0185630287794236
1072#1219#GRK5#P34947#OID20066#v1#Cardiometabolic,ptvraredmg,OLINK Proteomics,0.0471743188451462,44454,418,44036,0.0835079113813471,-0.00119764360566503,0.0969676238595798,0.0488554318860663,0.00121012857709434,0.192725119142065
1072#800#DEFB4A_DEFB4B#O15263#OID21373#v1#Oncology,ptvraredmg,OLINK Proteomics,0.0285367111218893,44623,417,44206,-0.115875021066684,0.00760673156629142,-0.101706630026302,0.0464435220522253,-0.192736730736265,-0.0106765293163391
25787#Volume of grey matter in Superior Frontal Gyrus (right),ptvraredmg,Chapter VI Diseases of the nervous system,0.0383745416478241,36929,323,36606,-0.115747549709659,0.00512443480415686,-0.10965818025093,0.0529517982810079,-0.21344519983152,-0.00587116067034099
1072#64#AFAP1#Q8N556#OID30569#v1#InflammationII,ptvraredmg,OLINK Proteomics,0.0169322303352645,44654,411,44243,0.125610770741171,0.0443234057539663,0.11761401704236,0.0492466219386481,0.0210897942418079,0.214138239842912
1072#1564#LCP1#P13796#OID30367#v1#CardiometabolicII,ptvraredmg,OLINK Proteomics,0.0310335123214502,45606,426,45180,-0.132230339091273,-0.0142705326765106,-0.103758060677852,0.0481094265713618,-0.198053307674027,-0.0094628136816772
1072#2044#PHYKPL#Q8IUZ5#OID30634#v1#InflammationII,ptvraredmg,OLINK Proteomics,0.00617761787771946,44654,411,44243,0.135599987545063,-0.018742395550488,0.133696995063437,0.0488242457340517,0.0380006368609659,0.229393353265907
1072#1072#FNDC1#Q4ZHG4#OID31127#v1#NeurologyII,ptvraredmg,OLINK Proteomics,0.0756248610594404,45493,425,45068,-0.0719163708180018,0.0190128324539465,-0.0852444466832772,0.0479791812759123,-0.179284417017896,0.00879552365134192
1072#313#C2orf69#Q8N8R5#OID30883#v1#NeurologyII,ptvraredmg,OLINK Proteomics,0.00198595341850112,44410,402,44008,0.0289564843698942,0.000623971354389597,0.1540455235254,0.0498124757085867,0.0564122030875749,0.251678843963225
23240#Trunk BMC (bone mineral content),ptvraredmg,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.0665267527786976,35204,307,34897,0.0526259285594531,0.00743558177180496,0.0766924066290322,0.0417961683929365,-0.00522939502196602,0.15861420828003
1072#2408#SERPINB8#P50452#OID20630#v1#Inflammation,ptvraredmg,OLINK Proteomics,0.0265799159816021,45752,422,45330,-0.0793074254384047,0.00591518527323119,-0.106493334490958,0.0480196338307327,-0.200612578298752,-0.0123740906831632
1072#1482#KAZN#Q674X7#OID31481#v1#OncologyII,ptvraredmg,OLINK Proteomics,0.0563637639759948,45423,421,45002,0.129306910539372,-0.0050149160817061,0.0911765194167384,0.0477798945676353,-0.00247284959349478,0.184825888426972
1072#21#ACRBP#Q8NEB7#OID31385#v1#OncologyII,ptvraredmg,OLINK Proteomics,0.0160569316545392,45424,424,45000,0.160355880219236,0.00861701724515038,0.116587983854095,0.0484227880694503,0.0216785331993099,0.211497434508879
NMR Cholesteryl Esters to Cholesterol in Small LDL percentage,ptvraredmg,NMR Metabolomics,0.0715424993821538,99842,944,98898,0.075463032338282,-0.000552318484539491,0.0563276979541774,0.0312577752365112,-0.00493717152078407,0.117592567429139
1072#2011#PDIA4#P13667#OID30375#v1#CardiometabolicII,ptvraredmg,OLINK Proteomics,0.0160140055810857,45606,426,45180,0.0859813829566456,0.00104533592063864,0.116381249282219,0.0483173181177378,0.021678531523846,0.211083967040592
1072#2905#YJU2#Q9BW85#OID31404#v1#OncologyII,ptvraredmg,OLINK Proteomics,0.00361617577527548,45424,424,45000,0.0993676178141342,-0.000561441797055713,0.141168123552504,0.0485115753157364,0.0460846484537309,0.236251598651277
23109#Impedance of arm (right),ptvraredmg,Chapter XXI Factors influencing health status and contact with health services,8.0514728488102e-11,411977,3757,408220,-0.0823501890370148,-0.0148962221033697,-0.0741964552119786,0.0114151794267318,-0.0965698614978499,-0.0518230489261073
25457#Mean ISOVF in anterior limb of internal capsule on FA skeleton (left),ptvraredmg,Chapter VI Diseases of the nervous system,0.0202938755158834,34970,302,34668,0.127289062641745,0.00358815222777607,0.130218983708827,0.0561052763224748,0.0202508561773607,0.240187111240294
1072#958#ERBIN#Q96RT1#OID21323#v1#Oncology,ptvraredmg,OLINK Proteomics,0.034956929535199,45042,422,44620,0.0923208229561184,0.00411156186487966,0.102009797313308,0.0483706165688711,0.00720258220312842,0.196817012423488
1072#208#ATP5IF1#Q9UII2#OID20760#v1#Inflammation,ptvraredmg,OLINK Proteomics,0.0402214212599541,45452,421,45031,0.159874113966543,-0.0107629375691073,0.0998406598421478,0.048666522015412,0.00445348826390068,0.195227831420395
23457#NMR Docosahexaenoic Acid to Total Fatty Acids percentage,ptvraredmg,NMR Metabolomics,0.0817662987299604,99463,942,98521,-0.0673506403007282,0.000705629327971875,-0.0535515567461246,0.0307670983943388,-0.113854708219143,0.00675159472689338
25185#Mean MO in external capsule on FA skeleton (left),ptvraredmg,Chapter VI Diseases of the nervous system,0.044646063863913,34972,302,34670,-0.0909072550670147,0.000494892078608075,-0.110562829636717,0.0550599046005663,-0.21848199510337,-0.00264366417006316
