Phenotype,Collapsing model,Phenotypic category,P value,No. samples,No. with QV,No. without QV,QV carrier median,QV non-carrier median,Effect size,Effect size standard error,Effect size LCI,Effect size UCI
1072#1840#NEFL#P07196#OID20871#v1#Neurology,UR,OLINK Proteomics,0.0295602436688354,44076,103,43973,-0.178214365916001,0.0260217938832334,-0.181548529578415,0.0834320686724375,-0.345076871894912,-0.0180201872619183
1072#2667#TGOLN2#O43493#OID30691#v1#InflammationII,UR,OLINK Proteomics,0.0594841104762296,45669,107,45562,0.263812651911075,0.0357081670195125,0.177965293340068,0.0944290727988444,-0.00711719571653366,0.36304778239667
25824#Volume of grey matter in Lateral Occipital Cortex superior division (left),UR,Chapter VI Diseases of the nervous system,0.0828430745212505,36929,91,36838,-0.165673007465103,0.00635431410821623,-0.170949638142883,0.0985601601707294,-0.364130334655213,0.0222310583694473
23002#gE / gI antigen for Varicella Zoster Virus,UR,Chapter I Certain infectious and parasitic diseases,0.054522652479614,8098,17,8081,-0.214575070735526,-0.00212674104505042,-0.466864039967772,0.242786608200103,-0.942788216779894,0.00906013684434986
1072#2080#PLXDC2#Q6UX71#OID31101#v1#NeurologyII,UR,OLINK Proteomics,0.00784452056001035,45493,107,45386,0.270726445998649,0.012187280555406,0.253662790776832,0.0954047218366962,0.0666679948525048,0.440657586701159
1072#1377#IL17F#Q96PD4#OID20456#v1#Inflammation,UR,OLINK Proteomics,0.0402152592363907,44437,102,44335,0.0667742610972495,-0.00327007135991513,0.203354957181421,0.0991206034399128,0.00907685035018019,0.397633064012662
1072#686#CRTAC1#Q9NQ79#OID20279#v1#Cardiometabolic,UR,OLINK Proteomics,0.0881144364139382,45810,106,45704,0.170054787902105,0.00423702735451548,0.1561376831278,0.0915513620530275,-0.0233044323101753,0.335579798565776
1072#1737#MMP7#P09237#OID20087#v1#Cardiometabolic,UR,OLINK Proteomics,0.0322042847769498,44381,105,44276,-0.212829661606926,-0.01019577380685,-0.199359013124012,0.0930743364385816,-0.38178633774009,-0.0169316885079334
25378#Mean ICVF in cingulum cingulate gyrus on FA skeleton (right),UR,Chapter VI Diseases of the nervous system,0.0995593310618603,34970,89,34881,-0.156880085024197,-0.0028767060450188,-0.16523895171124,0.100324950135233,-0.361879047513421,0.031401144090942
1072#723#CTRL#P40313#OID31157#v1#NeurologyII,UR,OLINK Proteomics,0.0937559055451744,45493,107,45386,0.0508904075386372,-0.0342521069037011,0.1599898199367,0.095462471333331,-0.0271181659338899,0.347097805807291
23129#Trunk fat-free mass,UR,Chapter XXI Factors influencing health status and contact with health services,0.0442312935290259,411684,971,410713,0.0427285846633767,0.016726209907892,0.0399244100059409,0.0198441477462794,0.00103048076878574,0.078818339243096
1072#699#CSF2RA#P15509#OID20915#v1#Neurology,UR,OLINK Proteomics,0.0098196326041752,44914,105,44809,-0.190784488722902,0.0354896346170089,-0.252042328935723,0.0976065688431446,-0.443352846232843,-0.0607318116386021
1072#1234#GUCA2A#Q02747#OID21101#v1#Neurology,UR,OLINK Proteomics,0.0106734476329388,45031,106,44925,-0.182819836034815,0.0145521133728967,-0.239602535034488,0.0938396495923585,-0.423529814327061,-0.055675255741915
25198#Mean MO in tapetum on FA skeleton (right),UR,Chapter VI Diseases of the nervous system,0.0679728275538597,34972,89,34883,-0.123448161766239,0.0109187729847932,-0.18870142401619,0.103384250120124,-0.39133784477099,0.0139349967386094
1072#1380#IL18#Q14116#OID20694#v1#Inflammation,UR,OLINK Proteomics,0.0180734600302989,45078,105,44973,0.3108934170667,-0.00182102702974602,0.221660550253335,0.0937572596273932,0.0378947618215264,0.405426338685144
1072#660#CPOX#P36551#OID30495#v1#InflammationII,UR,OLINK Proteomics,0.0398718507913257,44339,104,44235,0.176135157458443,0.0106532510356915,0.199118797869041,0.0968884449388695,0.00921574908301892,0.389021846655063
25724#Weighted-mean ISOVF in tract posterior thalamic radiation (right),UR,Chapter VI Diseases of the nervous system,0.0344757920086193,34969,89,34880,-0.231322276137887,0.00736213095353955,-0.21409059266084,0.101246641665451,-0.412537233397941,-0.0156439519237384
1072#2802#TUBB3#Q13509#OID30799#v1#NeurologyII,UR,OLINK Proteomics,0.0587440702980722,44185,104,44081,0.206869840936379,0.00218355390898804,0.185256181150397,0.0980112202787053,-0.00684754525717432,0.377359907557969
1072#1205#GPHA2#Q96T91#OID31437#v1#OncologyII,UR,OLINK Proteomics,0.0811318004742899,45423,107,45316,0.123722824586291,0.0287511447631523,0.16291580200138,0.0934045620988572,-0.0201586560398113,0.345990260042572
1072#1324#IDUA#P35475#OID21468#v1#Oncology,UR,OLINK Proteomics,0.043250362188129,45621,107,45514,-0.230690876769937,-0.0103540926294877,-0.193698623996136,0.0958268171323095,-0.381520719485636,-0.00587652850663523
1072#2170#PSIP1#O75475#OID20534#v1#Inflammation,UR,OLINK Proteomics,0.0806809991842662,45190,104,45086,-0.266443693793481,-0.0113129777779166,-0.168417950914194,0.0964158200871977,-0.357394549483111,0.0205586476547238
1072#2338#SAFB2#Q14151#OID31012#v1#NeurologyII,UR,OLINK Proteomics,0.00103221190132205,45520,108,45412,0.304722703256483,0.000535820699046112,0.316202851237335,0.0963501767612303,0.127354951371239,0.50505075110343
25439#Mean OD in tapetum on FA skeleton (left),UR,Chapter VI Diseases of the nervous system,0.0165623573972357,34970,89,34881,0.3231172503375,-0.00844461291490441,0.245309707489652,0.102366047214079,0.0446689964408657,0.445950418538438
1072#1593#LILRB2#Q8N423#OID20301#v1#Cardiometabolic,UR,OLINK Proteomics,0.0235989129626574,45596,105,45491,0.262404936932009,0.0176867386283125,0.216735404325694,0.0957450132144254,0.0290736430924837,0.404397165558904
25795#Volume of grey matter in Precentral Gyrus (right),UR,Chapter VI Diseases of the nervous system,0.0167395265268799,36929,91,36838,0.0025182853142125,0.00746707028122382,-0.229571852106843,0.0959552643699923,-0.41764687930759,-0.0414968249060964
1072#2393#SEPTIN7#Q16181#OID31288#v1#OncologyII,UR,OLINK Proteomics,0.0547595305936404,44858,106,44752,-0.169979825998324,-0.00163130178614841,-0.18692607673293,0.0973152846418097,-0.377665678516655,0.00381352505079408
1072#2829#UPB1#Q9UBR1#OID30352#v1#CardiometabolicII,UR,OLINK Proteomics,0.0611646170408613,45616,106,45510,-0.0905638163745579,-0.00964996245284622,-0.176612305542525,0.0943265533707938,-0.36149386058268,0.00826924949763136
1072#2644#TEF#Q10587#OID30103#v1#CardiometabolicII,UR,OLINK Proteomics,0.0508798162115539,44108,104,44004,0.132968293862743,-0.00300297992233664,0.191509533694178,0.0980819921308016,-0.00073291599737077,0.383751983385726
1072#1492#KIAA0319#Q5VV43#OID31094#v1#NeurologyII,UR,OLINK Proteomics,0.0705189308687812,45493,107,45386,0.264764261476239,0.0126016696834325,0.171159856824441,0.0946363737317735,-0.0143289644026918,0.356648678051575
1072#992#FABP4#P15090#OID20245#v1#Cardiometabolic,UR,OLINK Proteomics,0.019884949362743,45810,106,45704,-0.305275272353167,0.00314750181418036,-0.207715088126707,0.0892019595491168,-0.382552337554357,-0.0328778386990575
1072#809#DHRS4L2#Q6PKH6#OID31072#v1#NeurologyII,UR,OLINK Proteomics,0.0752226344272115,45493,107,45386,0.206018763006752,0.0148077204594146,0.171485863681428,0.0963866590256102,-0.0174335449949364,0.360405272357792
25021#Volume of amygdala (left),UR,Chapter VI Diseases of the nervous system,0.0104876240783075,36920,91,36829,-0.245617718496593,0.00620964043744451,-0.259117938969048,0.101239541864976,-0.457550300832951,-0.0606855771051441
1072#314#C3#P01024#OID30776#v1#InflammationII,UR,OLINK Proteomics,0.0122498938815798,43297,102,43195,-0.327802513383187,-0.018050590885802,-0.247351782448721,0.0987444898182695,-0.440892838964172,-0.0538107259332694
1072#1434#INPP5J#Q15735#OID30975#v1#NeurologyII,UR,OLINK Proteomics,0.0350910663083453,45520,108,45412,0.323473660991648,0.00945006889271298,0.200081491937397,0.0949437403782498,0.0139902300573364,0.386172753817458
1072#1172#GLI2#P10070#OID30429#v1#InflammationII,UR,OLINK Proteomics,0.0631873918047399,44339,104,44235,0.226411871406872,0.00515149744015402,0.183272162026118,0.0986438773040283,-0.0100715649366633,0.3766158889889
1072#354#CAPN3#P20807#OID31384#v1#OncologyII,UR,OLINK Proteomics,0.0000186452530480387,45424,106,45318,0.354501611592478,0.000707904896483265,0.413296049816269,0.096542370825034,0.224071435843757,0.602520663788781
25556#Weighted-mean MO in tract inferior longitudinal fasciculus (left),UR,Chapter VI Diseases of the nervous system,0.0816068570648673,34970,89,34881,-0.0638566657122484,-0.00392840971512428,-0.181439102549064,0.104186244954054,-0.385647459108613,0.0227692540104855
1072#1171#GLB1#P16278#OID20949#v1#Neurology,UR,OLINK Proteomics,0.024460044042235,44914,105,44809,-0.288604498594129,-0.00138274394806464,-0.212754090561051,0.0945615284309713,-0.398096277413325,-0.0274119037087762
1072#2511#SNCG#O76070#OID20971#v1#Neurology,UR,OLINK Proteomics,0.0441473825933868,44914,105,44809,-0.255983294265673,0.00503715836399027,-0.187739973527144,0.0932755708878016,-0.370561661956804,-0.00491828509748335
20461#Age when first had unusual or psychotic experience,UR,Chapter V Mental and behavioural disorders,0.0589615759141708,5759,11,5748,-0.769231996521921,0.0065934636136035,-0.556041781175885,0.294380433103247,-1.13313819959812,0.0210546372463525
1072#983#F13B#P05160#OID30781#v1#InflammationII,UR,OLINK Proteomics,0.0266536139271598,45461,108,45353,-0.110600848750198,0.0144144783268862,-0.20897473053874,0.0942760581126446,-0.393757330795528,-0.0241921302819522
23460#NMR Alanine,UR,NMR Metabolomics,0.0682962977734178,100451,252,100199,-0.15427145833721,0.000349344561361937,-0.113904489393875,0.0624796027921428,-0.236363762254291,0.00855478346654033
25718#Weighted-mean ISOVF in tract inferior longitudinal fasciculus (left),UR,Chapter VI Diseases of the nervous system,0.00608617983730578,34969,89,34880,-0.184851504332719,0.0102080817731212,-0.283853644994972,0.103472767597115,-0.486663563424348,-0.0810437265655959
25794#Volume of grey matter in Precentral Gyrus (left),UR,Chapter VI Diseases of the nervous system,0.0631134305500242,36929,91,36838,-0.132036116053929,0.00518300029480694,-0.178711733293326,0.0961618363000515,-0.367191647308985,0.00976818072233268
25569#Weighted-mean L1 in tract acoustic radiation (left),UR,Chapter VI Diseases of the nervous system,0.0455187724379581,34970,89,34881,-0.249815993216513,0.00590809992754825,-0.212481993314625,0.106246303133379,-0.420728129481286,-0.00423585714796451
1072#2025#PEPD#P12955#OID30688#v1#InflammationII,UR,OLINK Proteomics,0.0738659707098639,45669,107,45562,0.163638601032259,0.00170002842773819,0.170384426283755,0.0953208262723725,-0.0164459138065748,0.357214766374084
1072#1034#FGF12#P61328#OID30454#v1#InflammationII,UR,OLINK Proteomics,0.0825997655301565,44339,104,44235,0.139734110090537,0.00442628151135749,0.17030282324142,0.0981099663473684,-0.0219944288964843,0.362600075379325
1072#315#C4BPB#P20851#OID21481#v1#Oncology,UR,OLINK Proteomics,0.0144837753971032,45388,106,45282,-0.199027671996115,-0.00636505582227285,-0.228209336790426,0.0933321954753975,-0.411141958836965,-0.0452767147438878
1072#1605#LPO#P22079#OID20963#v1#Neurology,UR,OLINK Proteomics,0.0498649924561741,43778,104,43674,-0.227795880125877,-0.0473458135670558,-0.186569278222342,0.0951313970641361,-0.373028547688645,-0.000110008756038449
25700#Weighted-mean OD in tract superior thalamic radiation (left),UR,Chapter VI Diseases of the nervous system,0.0105732562543824,34969,89,34880,0.144775882114429,-0.00244371289682496,0.25065921970814,0.0980427128403524,0.0584923814616974,0.442826057954582
22681#Maximum carotid IMT (intima-medial thickness) at 240 degrees,UR,Chapter IX Diseases of the circulatory system,0.0332317431882778,41569,97,41472,0.271947349088946,0.00495834588926672,0.201757869197793,0.0947512254008112,0.0160434719567651,0.387472266438821
1072#890#EDNRB#P24530#OID30421#v1#InflammationII,UR,OLINK Proteomics,0.0102498589748548,44339,104,44235,0.224070809953803,0.00852754440681936,0.252676812660158,0.0984176200858161,0.0597765538072781,0.445577071513038
25479#Mean ISOVF in fornix cres+stria terminalis on FA skeleton (left),UR,Chapter VI Diseases of the nervous system,0.0405317566111812,34970,89,34881,-0.181481146433121,0.00745474862369899,-0.203686303830752,0.0994385094194167,-0.398588947612812,-0.00878366004869224
1072#1131#GC#P02774#OID30780#v1#InflammationII,UR,OLINK Proteomics,0.0123398479733246,45680,108,45572,-0.241968177227668,0.0216887312215392,-0.240217266873054,0.0959957796580829,-0.428370525164669,-0.0520640085814386
47#Hand grip strength (right),UR,Chapter XXI Factors influencing health status and contact with health services,0.0212146203974954,417659,989,416670,0.141980898472456,0.0188636388286363,0.0506075954958859,0.021963656534758,0.00755949496551015,0.0936556960262616
1072#599#CLMP#Q9H6B4#OID21419#v1#Oncology,UR,OLINK Proteomics,0.0870703813023914,45621,107,45514,-0.177157502756592,0.0279543299612363,-0.150362258487283,0.0878748755645428,-0.322598421216377,0.0218739042418098
1072#970#ESPL1#Q14674#OID31176#v1#OncologyII,UR,OLINK Proteomics,0.0956663939811188,44039,104,43935,0.177615431772331,0.000780156518443537,0.163659631894093,0.098219045766574,-0.0288514536463174,0.356170717434503
23341#Femur wards bone area (left),UR,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.0249775881859097,35189,80,35109,-0.17068843947549,0.0182937621064726,-0.172841950303043,0.0770980772390414,-0.323956603312902,-0.0217272972931842
25192#Mean MO in superior longitudinal fasciculus on FA skeleton (right),UR,Chapter VI Diseases of the nervous system,0.0287240039700083,34972,89,34883,-0.180025842373006,0.00634084698542232,-0.226775157720125,0.103676026840744,-0.429983470134026,-0.0235668453062239
25858#Volume of grey matter in Temporal Occipital Fusiform Cortex (left),UR,Chapter VI Diseases of the nervous system,0.0770384740453887,36929,91,36838,-0.25915092207039,0.0156667015571091,-0.174360864964272,0.0986101595246003,-0.367639561621785,0.0189178316932411
1072#115#AMY2B#P19961#OID20340#v1#Cardiometabolic,UR,OLINK Proteomics,0.0284947610395011,42240,99,42141,0.269286268513083,-0.0363388264860973,0.218682967710173,0.0998332725852076,0.0230077394944642,0.414358195925883
1072#743#CXCL13#O43927#OID21024#v1#Neurology,UR,OLINK Proteomics,0.0446982080929759,45644,106,45538,-0.105960574684687,0.00104484952948922,-0.192727976660774,0.0960021175037578,-0.380893661166637,-0.00456229215491133
1072#1236#GUK1#Q16774#OID30148#v1#CardiometabolicII,UR,OLINK Proteomics,0.0975501756056498,44108,104,44004,0.243804667401036,0.00113082779648189,0.162734000648616,0.098216932515448,-0.0297729345977546,0.355240935894986
30260#Mean reticulocyte volume,UR,Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified,0.0952459453141414,400592,954,399638,0.0474726700489032,-0.00863625647210838,0.0533982019713407,0.0320064877761951,-0.0093335508837353,0.116129954826417
1072#499#CDKL5#O76039#OID30796#v1#NeurologyII,UR,OLINK Proteomics,0.0466674967478257,44185,104,44081,0.108120611863663,-0.000351376219110415,0.195131283565758,0.0980874035561778,0.00287823658600306,0.387384330545513
1072#191#ASGR1#P07306#OID20990#v1#Neurology,UR,OLINK Proteomics,0.0347235255624487,44914,105,44809,-0.220316996219401,0.0155317970609936,-0.20028544528598,0.094848645026775,-0.386190385497161,-0.0143805050747995
1072#281#BRD1#O95696#OID31259#v1#OncologyII,UR,OLINK Proteomics,0.0721877259662003,44858,106,44752,-0.0016445098059678,0.00610505856761436,0.175403226102969,0.0975559981593803,-0.0158081782414161,0.366614630447353
1072#1437#INSL4#Q14641#OID31370#v1#OncologyII,UR,OLINK Proteomics,0.0123092568755192,45424,106,45318,0.285720894446092,-0.00952024334619037,0.238596805440912,0.0953147206116818,0.0517784058148019,0.425415205067022
1072#342#CALB1#P05937#OID21306#v1#Oncology,UR,OLINK Proteomics,0.0334029686468073,45042,106,44936,-0.162113145015607,0.0231449241087556,-0.198752125600377,0.0934305495917466,-0.381877560861161,-0.015626690339592
25719#Weighted-mean ISOVF in tract inferior longitudinal fasciculus (right),UR,Chapter VI Diseases of the nervous system,0.0280769511067067,34969,89,34880,-0.291248053075864,0.00516584129973473,-0.226198687707842,0.102990752306371,-0.428063840822946,-0.024333534592739
25844#Volume of grey matter in Cuneal Cortex (left),UR,Chapter VI Diseases of the nervous system,0.0246863311072205,36929,91,36838,-0.210922395284951,0.0118010635510395,-0.22443515977888,0.0999102368672812,-0.420262044732191,-0.0286082748255696
20257#Inverted forced vital capacity (FVC) Z-score,UR,Chapter X Diseases of the respiratory system,0.0533338344548027,335313,797,334516,-0.0853068285581915,-0.00116966056390004,-0.0684672781108236,0.0354346092205899,-0.137918086685959,0.000983530464311932
1072#2683#TIMM10#P62072#OID30358#v1#CardiometabolicII,UR,OLINK Proteomics,0.0450836127142776,45616,106,45510,-0.149231160281777,-0.00177439973711062,-0.193540094435811,0.0965803340809134,-0.382839095757169,-0.00424109311445306
25424#Mean OD in external capsule on FA skeleton (right),UR,Chapter VI Diseases of the nervous system,0.0609228875710253,34970,89,34881,0.296181901840202,-0.00510384842477816,0.197728913317263,0.105505210475556,-0.00906465764965314,0.404522484284179
1072#1071#FN1#P02751#OID30787#v1#InflammationII,UR,OLINK Proteomics,0.00971777690106549,45680,108,45572,-0.0105585308845091,0.000145631993136192,-0.245122882863841,0.0947949576338769,-0.430922510847046,-0.0593232548806355
1072#1648#LYVE1#Q9Y5Y7#OID30728#v1#InflammationII,UR,OLINK Proteomics,0.0211419775079135,45680,108,45572,0.162549843650133,-0.0190061205067689,0.217246670905123,0.0942289614184351,0.0325564045260988,0.401936937284147
25716#Weighted-mean ISOVF in tract inferior fronto-occipital fasciculus (left),UR,Chapter VI Diseases of the nervous system,0.0923288153416437,34969,89,34880,-0.243285305753423,0.00312424251201764,-0.175339901636602,0.104165294398197,-0.379507194641908,0.0288273913687047
1072#1141#GFAP#P14136#OID21247#v1#Oncology,UR,OLINK Proteomics,0.0497662760624638,44106,105,44001,-0.00562824805265837,0.0144981953145228,-0.17463851652213,0.0890094867794739,-0.349098694520603,-0.000178338523657257
23121#Arm fat-free mass (right),UR,Chapter XXI Factors influencing health status and contact with health services,0.0770732788532007,411905,971,410934,0.0686211140132441,0.014656771859346,0.0348006755398578,0.0196844148388785,-0.00378018197033604,0.0733815330500517
1072#1511#KLHL41#O60662#OID30986#v1#NeurologyII,UR,OLINK Proteomics,0.0364700419560559,45520,108,45412,0.336053958520333,0.00263039542999677,0.195482366301121,0.0934557923035282,0.0123075066370865,0.378657225965156
1072#1653#MAEA#Q7L5Y9#OID21206#v1#Oncology,UR,OLINK Proteomics,0.042470372971184,44180,105,44075,-0.163786677726656,-0.00145497354680482,-0.197220180652299,0.0972035475050656,-0.387740854720031,-0.00669950658456728
1072#2213#PYDC1#Q8WXC3#OID30202#v1#CardiometabolicII,UR,OLINK Proteomics,0.0273259652058621,44457,103,44354,0.341759378982669,0.0274834890021843,0.211707724256929,0.0959298041607448,0.0236836418191359,0.399731806694722
1072#2696#TLR4#O00206#OID30428#v1#InflammationII,UR,OLINK Proteomics,0.0404380767453434,44339,104,44235,0.231674424959693,-0.00187553798862002,0.201423830982195,0.0982888019355391,0.00877605795971556,0.394071604004675
1072#1897#NPY#P01303#OID21388#v1#Oncology,UR,OLINK Proteomics,0.0744699791976371,45621,107,45514,-0.0900986672983261,-0.0011909427077394,-0.167032235926525,0.0936407452972847,-0.350569595626689,0.0165051237736401
1072#2738#TNFSF13B#Q9Y275#OID20272#v1#Cardiometabolic,UR,OLINK Proteomics,0.0553936330340926,45735,105,45630,0.306236775718914,0.0105010205439904,0.178826895262177,0.0933419889531547,-0.00412488511203143,0.361778675636385
25897#Volume of grey matter in VI Cerebellum (left),UR,Chapter VI Diseases of the nervous system,0.0760173379844028,36929,91,36838,-0.172921046678806,0.0105125595882889,-0.170303262143194,0.0959818992984559,-0.358430494555695,0.0178239702693059
1072#839#DNMBP#Q6XZF7#OID20956#v1#Neurology,UR,OLINK Proteomics,0.0646759091817325,44914,105,44809,-0.156616322219328,-0.00607423204594346,-0.175682047690964,0.0950898614346518,-0.36205977612038,0.0106956807384526
1072#647#COQ7#Q99807#OID30217#v1#CardiometabolicII,UR,OLINK Proteomics,0.091028378021459,44457,103,44354,-0.136954297971382,0.0164588369535692,-0.163258869134522,0.0966009119698392,-0.352598334535157,0.0260805962661125
23107#Impedance of leg (right),UR,Chapter XXI Factors influencing health status and contact with health services,0.0345998240738667,412009,972,411037,-0.0593175117812307,-0.0104059841536494,-0.0607288161897259,0.0287403208196111,-0.117058975383799,-0.00439865699565237
1072#2718#TNFRSF10C#O14798#OID20265#v1#Cardiometabolic,UR,OLINK Proteomics,0.0564046681160387,45376,104,45272,0.087393562717667,-0.00951046563599214,0.18724428632288,0.0981392613280934,-0.00511026438421472,0.379598837029975
1072#62#ADM#P35318#OID21467#v1#Oncology,UR,OLINK Proteomics,0.034237490212663,45621,107,45514,-0.194838977050916,0.0330121137876171,-0.187039867801769,0.0883377270484009,-0.360183226848138,-0.0138965087554002
1072#2663#TGFBR1#P36897#OID30502#v1#InflammationII,UR,OLINK Proteomics,0.0461204305670317,44339,104,44235,0.0881786542960743,0.0138794185838752,0.195063736319266,0.0978083993748472,0.0033575607285298,0.386769911910003
1072#798#DEFB116#Q30KQ4#OID30823#v1#NeurologyII,UR,OLINK Proteomics,0.0699236546367397,44185,104,44081,0.0898119281101988,0.00218355390898804,0.177575208612552,0.0979752927495312,-0.0144580992019719,0.369608516427075
1072#2279#RGMA#Q96B86#OID21065#v1#Neurology,UR,OLINK Proteomics,0.0498633606827407,45644,106,45538,0.270665491417773,-0.00688877043943115,0.188080596894113,0.0959014405520529,0.000112240822498721,0.376048952965728
1072#2632#TBR1#Q16650#OID30923#v1#NeurologyII,UR,OLINK Proteomics,0.00591953355249377,44410,104,44306,0.199423363739303,0.00282035408576661,0.270189225567668,0.0981671476644213,0.0777799054515916,0.462598545683745
1072#1406#IL31#Q6EBC2#OID30487#v1#InflammationII,UR,OLINK Proteomics,0.0387075594769209,44339,104,44235,0.169017439178069,-0.00355102397283859,0.202266137176306,0.0978386544315703,0.0105006611445663,0.394031613208045
1072#1397#IL21R#Q9HBE5#OID30441#v1#InflammationII,UR,OLINK Proteomics,0.0946508668913332,44339,104,44235,0.144879017091269,-0.000975279336911128,0.163899678366922,0.0980616431666812,-0.0283028594906029,0.356102216224446
1072#2604#SUSD4#Q5VX71#OID31398#v1#OncologyII,UR,OLINK Proteomics,0.00422724821208,45424,106,45318,0.254024660290546,-0.0210922459014243,0.271695721140492,0.0949709036364682,0.0855512083669211,0.457840233914062
1072#653#CPA2#P48052#OID21060#v1#Neurology,UR,OLINK Proteomics,0.0607164718430549,45498,106,45392,0.186732124532329,0.00546096189801333,0.180517946092542,0.0962453812770048,-0.00812455536238879,0.369160447547473
1072#153#APOD#P05090#OID30746#v1#InflammationII,UR,OLINK Proteomics,0.0772835460954381,43925,105,43820,0.297785145786756,-0.00631279487223648,0.168479808736855,0.095363523236668,-0.0184344149419215,0.355394032415632
30700#Creatinine,UR,Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified,0.0272574706973886,400078,946,399132,0.0765521635175822,0.00526945035307128,0.0573450298267461,0.025973612178789,0.00643753139481084,0.108252528258681
1072#470#CD86#P42081#OID31500#v1#OncologyII,UR,OLINK Proteomics,0.057543942103482,45423,107,45316,0.0844873011257006,-0.0205490938709052,0.178037545104176,0.0937432262721669,-0.00570070021456892,0.361775790422921
1072#1558#LAYN#Q6UX15#OID20970#v1#Neurology,UR,OLINK Proteomics,0.0191901467576559,44842,105,44737,-0.259695260348438,0.0308967652803094,-0.21014864007275,0.0897342037547191,-0.386029196950116,-0.0342680831953836
1072#2378#SDK2#Q58EX2#OID30662#v1#InflammationII,UR,OLINK Proteomics,0.0559216784792381,44654,106,44548,0.165471091466625,-0.00691323599328169,0.181324733721735,0.0948502252492253,-0.00458333294819024,0.36723280039166
1072#313#C2orf69#Q8N8R5#OID30883#v1#NeurologyII,UR,OLINK Proteomics,0.0746678317206946,44410,104,44306,0.0267057455068564,0.000623971354389597,0.174012925669618,0.0976206968410904,-0.0173253413100938,0.36535119264933
3992#Age emphysema/chronic bronchitis diagnosed,UR,Chapter X Diseases of the respiratory system,0.0473524873276188,5752,17,5735,-0.00316776330185022,0.0177031017287148,0.436335486078094,0.219976017459634,0.00509960875588727,0.8675713634003
1072#2408#SERPINB8#P50452#OID20630#v1#Inflammation,UR,OLINK Proteomics,0.0666166710452756,45752,106,45646,-0.0649560399467514,0.00591518527323119,-0.175166776684329,0.0954954095465223,-0.36233929377008,0.0120057404014217
1072#864#DTX3#Q8N9I9#OID21349#v1#Oncology,UR,OLINK Proteomics,0.0458521562560603,45042,106,44936,-0.0398636360315876,0.0291050213975296,-0.175811813698623,0.0880464706178355,-0.348384364384885,-0.00323926301236083
1072#1485#KCNIP4#Q6PIL6#OID20813#v1#Neurology,UR,OLINK Proteomics,0.0673793260835645,44217,103,44114,0.0336938285614335,0.00147994082850968,-0.180397051898265,0.0986217952800133,-0.37369751227924,0.0129034084827108
23109#Impedance of arm (right),UR,Chapter XXI Factors influencing health status and contact with health services,0.000156438406219789,411977,972,411005,-0.118682435647953,-0.0153724288669523,-0.0845618436707472,0.0223669828981497,-0.128400453390499,-0.0407232339509951
1072#2887#WASL#O00401#OID30467#v1#InflammationII,UR,OLINK Proteomics,0.0934257449810984,44339,104,44235,0.204577478671433,0.0202321714671321,0.164642597484316,0.0981397963775816,-0.0277131220351889,0.35699831700382
1072#343#CALB2#P22676#OID20801#v1#Neurology,UR,OLINK Proteomics,0.0454659998666227,44217,103,44114,-0.218885218430144,0.00464050738939091,-0.192220919829071,0.0960924905270422,-0.380563898227438,-0.00387794143070289
1072#1291#HRC#P23327#OID30211#v1#CardiometabolicII,UR,OLINK Proteomics,0.0000917442906360628,44457,103,44354,0.431591915089393,0.00916429563067227,0.382177725222365,0.0976985121212232,0.190686944459909,0.573668505984822
1072#476#CDAN1#Q8IWY9#OID31076#v1#NeurologyII,UR,OLINK Proteomics,0.0266318473130507,45493,107,45386,0.262013727587723,0.00480168812474739,0.21468683468372,0.0968390889649796,0.0248806560178446,0.404493013349595
25425#Mean OD in external capsule on FA skeleton (left),UR,Chapter VI Diseases of the nervous system,0.0641509489720219,34970,89,34881,0.367245364515016,-0.00646489163683789,0.196121420698709,0.105943550198065,-0.0115313100775255,0.403774151474944
1072#2386#SEMA3F#Q13275#OID20186#v1#Cardiometabolic,UR,OLINK Proteomics,0.0771742219856659,45276,105,45171,0.0326955113419486,0.0247771028149029,-0.165815227076968,0.0938207053574447,-0.349705348583592,0.0180748944296559
1072#633#COL3A1#P02461#OID30379#v1#CardiometabolicII,UR,OLINK Proteomics,0.0665364025732748,45606,107,45499,0.274162456879766,0.0118879351655726,0.176778883184499,0.0963458404949436,-0.0120605080530762,0.365618274422075
1072#2633#TCL1A#P56279#OID20987#v1#Neurology,UR,OLINK Proteomics,0.0182693047441087,44851,105,44746,-0.244846516472368,-0.0368922114103681,-0.223570228780859,0.094725088958414,-0.409233004053124,-0.0379074535085938
1072#2165#PRUNE2#Q8WUY3#OID31270#v1#OncologyII,UR,OLINK Proteomics,0.0370490127636836,44858,106,44752,0.232524874967421,-0.00360864351612191,0.202441226238444,0.0970808090482388,0.0121612005789671,0.392721251897921
1072#336#CACNA1C#Q13936#OID30840#v1#NeurologyII,UR,OLINK Proteomics,0.00761416417804905,44185,104,44081,0.320152108086036,0.00120471873214208,0.26199334036422,0.0981675179818542,0.0695832676922262,0.454403413036214
1072#1796#MYLPF#Q96A32#OID30917#v1#NeurologyII,UR,OLINK Proteomics,0.0172221602171425,44410,104,44306,0.293574146713864,-0.00571560835492584,0.221515810254409,0.0929949510123469,0.0392440857088407,0.403787534799977
